date,model,total_cost,plan_cost,up_cost,down_cost,emergency_cost,emergency_kwh,waste_kwh,end_soc
2025-05-08,Q2_main,51714.7475933915,34628.23332728088,0.0,0.0,17086.51426611062,4546.182080666666,2049.4191824166655,6000.0
2025-05-08,Q2_baseline,59326.427587849364,47361.07394395646,0.0,0.0,11965.353643892915,2710.283151666666,0.0,
2025-05-08,Q3_main,47455.93463784138,34902.76171795244,1891.9634562917208,0.0,10661.209463597224,2352.779882888888,4287.887574916669,5999.999999999999
2025-05-08,Q3_no_adjust,47722.69733732008,34902.76171795244,0.0,0.0,12819.935619367641,2838.365106166667,2948.8924075000014,6000.0
2025-05-08,Q4-2_main,52715.04050554415,35386.31370697591,0.0,0.0,17328.72679856824,4546.182080666666,2049.4191824166655,6000.0
2025-05-08,Q4-2_fixed_strategy,52811.8048426493,35483.078044081056,0.0,0.0,17328.72679856824,4546.182080666666,2049.4191824166655,6000.0
2025-05-08,Q4-3_main,48820.02556496607,35785.34455400173,2178.26588551205,0.0,10856.415125452288,2352.779882888888,4515.206209021602,6000.0000000000055
2025-05-08,Q4-3_no_adjust,48853.021447672436,35785.34455400173,0.0,0.0,13067.67689367071,2838.365106166667,2948.8924075000014,6000.0
2025-05-09,Q2_main,20293.37221735481,20293.37221735481,0.0,0.0,0.0,0.0,24502.773027711934,6000.0
2025-05-09,Q2_baseline,31729.95406326462,31712.13660977337,0.0,0.0,17.81745349125012,8.343457500000056,0.0,
2025-05-09,Q3_main,25146.648717865395,19268.191910230416,0.0,0.0,5878.456807634979,1063.852132236111,24884.528602465703,6000.000000000001
2025-05-09,Q3_no_adjust,19273.520526705415,19268.191910230416,0.0,0.0,5.328616474999992,1.394195833333331,23337.90531491666,6000.0
2025-05-09,Q4-2_main,16157.058945371033,16157.058945371033,0.0,0.0,0.0,0.0,24502.773027711934,6000.0
2025-05-09,Q4-2_fixed_strategy,16290.000556473657,16290.000556473657,0.0,0.0,0.0,0.0,24502.773027711934,6000.0
2025-05-09,Q4-3_main,20501.62145415346,15326.290698839815,0.0,0.0,5175.330755313646,1148.771489319444,24969.44795954903,6000.000000000002
2025-05-09,Q4-3_no_adjust,15329.952554196065,15326.290698839815,0.0,0.0,3.661855356249994,1.394195833333331,23337.905314916658,6000.0
2025-05-10,Q2_main,20202.838057244426,20067.516051780134,0.0,0.0,135.32200546429155,34.46603674999998,20620.064284250002,6000.0
2025-05-10,Q2_baseline,31604.39753851183,31403.406683996,0.0,0.0,200.9908545158325,69.23645749999969,0.0,
2025-05-10,Q3_main,25659.614234797355,18934.10464154379,0.0,0.0,6725.509593253565,1409.4730620555547,21587.469840199246,6000.0
2025-05-10,Q3_no_adjust,19059.517930766207,18934.10464154379,0.0,0.0,125.41328922241782,42.061496055555914,19531.81546861111,6000.0
2025-05-10,Q4-2_main,16408.4024696794,16306.796670874734,0.0,0.0,101.60579880466653,34.46603674999998,20620.064284250002,6000.0
2025-05-10,Q4-2_fixed_strategy,16449.59562172709,16347.989822922425,0.0,0.0,101.60579880466653,34.46603674999998,20620.064284250002,6000.0
2025-05-10,Q4-3_main,21600.162622104366,15498.624990304364,0.0,0.0,6101.537631800001,1423.0163883055557,21620.77867240295,6000.000000000001
